SampleID,Subtype,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A04W,Her2,0.635435358,0.702245288,0.632619686,0.530966344,0.683397179,0.603624375,0.709234507,0.673986243,0.598249299,0.679159797,0.616240341,0.641428039,0.538772751,0.596510717,0.867853075,0.515306587,0.665538974,0.729031737,0.834329269,0.754350519,0.56003841,0.635115224,0.629754452,0.442542175,0.62378202,0.672142355,0.618015534,0.51910403,0.578159,0.645503801,0.636967179,0.624801942,0.706649648,0.559573822,0.527244311,0.644597381,0.635813679,0.638004977,0.653623249,0.718104543,0.437781431,0.701212118,0.637566183,0.786666601,0.62056575,0.676043814,0.512347569,0.664816759,0.746190992,0.641281474,0,0.55347349,0.656523871,0.615096484,0.663005359,0.577720952,0.407692941,0.679210713,0.645130805,1,0.833405166,0.616002907,0.633116162,0.570768271,0.590583908,0.514692973,0.597525046,0.630376019,0.64187328,0.622318463,0.591263187,0.634904558,0.586002496,0.736163433,0.578163169,0.620643343,0.620631167,0.629376605,0.624461688,0.633025275,0.67776082,0.634096374,0.711546946,0.655220635,0.610587133,0.549479748,0.607425482,0.580241198,0.635140124,0.661970856,0.621012736,0.474414459,0.632074524,0.776063902,0.643129162,0.62707496,0.655910856,0.735695785,0.589587808,0.62162395,0.654282913,0.682143923,0.66120359,0.67811109,0.668003233,0.384766547,0.605459963,0.601617613,0.610260028,0.620981223,0.61951558,0.659969376,0.666567107,0.631409804,0.691353337,0.702425929,0.532005754,0.738769269,0.656239679,0.630119159,0.700040828,0.598039256,0.673452198,0.612146683,0.639678913,0.595734486,0.649505581,0.595649747,0.66111642,0.602525689,0.62667187,0.542806157,0.635637548,0.544512536,0.629398686,0.677194818,0.619416271,0.712077582,0.729347143,0.570083854,0.581958092,0.612689326
A04Y,LumB,0.432044321,0.376368683,0.396260194,0.412691019,0.422167313,0.445519976,0.488263265,0.750097105,0.682185194,0.383980331,0.346958079,0.444074487,0.225667295,0.545580501,0.563749481,0.601231671,0.47344412,0.362676995,0.566082741,0.389054102,0.395564856,0.429938255,0.522810878,0.527837228,0.43473626,0.418681789,0.380728621,0.4108712,0.538189795,0.435116136,0.416937067,0.588642921,0.471853932,0.409523298,0.320690547,0.428555597,0.43778691,0.36824875,0.398572423,0.576340807,0.252505538,0.5716173,0.428329891,0.618551989,0.556772117,0.467658357,0.703032626,0.461018066,0.473570132,0.401863518,0.749390159,0.619109525,0.581233115,0.397619428,0.012671428,0.367909901,0.621841891,0.506428975,0.682026281,0.603172598,0.510154953,0.425687064,0.47611824,0,0.538690684,0.49631333,0.328646311,0.397289648,0.436783833,0.418510243,0.496565756,0.493990954,0.577679507,0.309294973,0.357272596,0.512755243,0.400304372,0.438156026,0.403414038,0.520916473,0.508503786,0.478960622,0.41528639,0.305066591,0.482746947,1,0.531058516,0.463991869,0.430305662,0.44097236,0.502531883,0.890453668,0.544574315,0.577506413,0.443729237,0.367749502,0.422360346,0.723210658,0.55951906,0.476177994,0.502722878,0.504753525,0.503792223,0.584021557,0.388092969,0.553269424,0.410834426,0.455691118,0.462596276,0.417729167,0.381236984,0.424562507,0.334421582,0.366777941,0.567137865,0.427994605,0.525837706,0.636052802,0.439714029,0.535774414,0.4638307,0.396299189,0.404534342,0.487943445,0.707553994,0.368010303,0.43191524,0.376776922,0.518670569,0.41624174,0.495806815,0.641145715,0.7281084,0.606675219,0.44575196,0.539380725,0.54274993,0.565803603,0.493173443,0.486848488,0.408733558,0.514151645
A0CM,Basal,0.604883061,0.75522773,0.678250937,0.65597782,0.655407301,0.683954119,0.651229144,0.595542922,0.627377164,0.627138953,0.693087363,0.662373939,0.372194367,0.665621395,0.630523347,0.705208616,0.624579235,0.612574426,0.549772626,0.767740086,0.666614817,0.608200314,0.66902117,0.462813775,0.630716129,0.646931119,0.613156439,0.681634062,0.67193614,0.611052444,0.631908333,0.552718751,0.695461151,0.871083566,0.395401847,0.635873456,0.627785146,0.637673933,0.655562674,0.993154673,0.564363891,0.91700138,0.577847112,0.949251846,0.62962799,0.671235767,0.644778155,0.639359234,0.543730298,0.610340736,0,0.585610635,0.678085808,0.607495858,0.561781985,0.707760857,0.282426085,0.813929523,0.72564895,0.572953011,0.55025769,0.711877077,0.568310381,0.770773317,0.258095622,0.688276891,0.674767015,0.538642552,0.658111103,0.621087132,0.738348893,0.640605398,0.66041671,0.885082987,0.615399643,0.706588054,0.655498104,0.62425615,0.609437345,0.645570854,0.652395219,0.754363617,0.594275994,0.634882313,0.58963435,0.824878932,0.584750698,0.639791408,0.71508736,0.65471551,0.596721284,0.445715448,0.636994335,0.610186091,0.70081876,0.617677061,0.654290551,0.562697486,0.60610522,0.628653899,0.67651658,0.823878021,0.701780129,0.620958944,0.692362297,0.763239168,0.620153747,0.622675223,0.600220585,0.64094722,0.685401821,0.606000106,0.646398896,0.63599831,0.679194146,0.7146139,0.692128914,0.822680013,0.728777417,0.609721173,0.667536589,0.768103303,0.673065808,0.613596962,0.785503816,1,0.65814202,0.779162036,0.623220475,0.556304455,0.629797056,0.698679113,0.639062069,0.562119609,0.63947823,0.639534861,0.583463054,0.741055555,0.741201878,0.532171388,0.59770584,0.625547262
A0CP,LumA,0.430887369,0.489904548,0.325163994,0.249316816,0.366031872,0.259872624,0.388098859,0.277140916,0.199522251,0.391600065,0.297128181,0.378217937,0.227726367,0.29772816,0.251860302,0.29647208,0.357024753,0.532454099,0.449820447,0.599525363,0.377178004,0.422630156,0.479796983,0.456890398,0.398689968,0.35292704,0.394741218,0.355478393,0.294472231,0.399940865,0.38433825,0.379986986,0.310609724,0.331550445,0.513390962,0.39104926,0.411023213,0.205770165,0.417805681,0.416210384,0.351682857,0,0.437400884,0.341404154,0.563395838,0.405313596,0.298806586,0.36970344,0.369036129,0.415091511,0.064198058,0.311173191,0.452117564,0.40637366,0.736186709,0.211966724,0.356105819,0.423312948,0.458431507,0.213442456,0.311436033,0.3421147,0.369787112,0.488451211,0.508683834,0.589283358,0.383327133,0.461744359,0.474426004,0.40202218,0.177781668,0.432083206,0.347600061,0.796303225,0.54875861,0.354040613,0.380932226,0.436925548,0.395308098,0.19898644,0.344306158,0.384727689,0.39945697,0.852038869,0.362797747,0.235484563,0.483145958,0.322758832,0.408092948,0.515686644,0.340854054,1,0.361780829,0.384249307,0.378059209,0.375629142,0.473976187,0.40956513,0.378084341,0.193085584,0.257931522,0.26405753,0.121614927,0.439054002,0.265303901,0.154614009,0.38623251,0.392241862,0.331017591,0.361786447,0.399771565,0.396346211,0.48624995,0.421991994,0.23411195,0.322053082,0.276161499,0.566072807,0.377926379,0.367630199,0.525658218,0.404938043,0.502786789,0.407742479,0.407346697,0.278052979,0.425979686,0.365869554,0.421964004,0.222475084,0.437388251,0.297429075,0.301806577,0.510594039,0.371560559,0.379451741,0.299295809,0.358594332,0.398744606,0.360056628,0.334097813,0.281852556
A0CQ,LumA,0.24407513,0.194302113,0.209716497,0.158171711,0.206711883,0.325468662,0.21345262,0.339548736,0.309486146,0.283373707,0.402416349,0.225869398,0.418657577,0.261812635,0.14215068,0.363498726,0.308543186,0.150156788,0.112830568,0.129760782,0.250967574,0.193851818,0.198414007,0.59077195,0.202124133,0.205101757,0.189241794,0.336566599,0.224209257,0.167014616,0.204769322,0.209262853,0.166675533,0.134003195,0.348625408,0.17123859,0.183456174,0.252037998,0.15044551,0.362923822,0.496625767,0.169645541,0.191783542,0.149151056,0.344597091,0.212191717,0.394339131,0.192401774,0.13095556,0.179730526,0.604500016,0.280523004,0.205347571,0.253142648,0,0.140584382,0.507219839,0.237685247,0.176332792,0.25838423,0.188575439,0.249933755,0.172846569,0.085316074,0.549278103,0.428899531,0.19650744,0.314416111,0.328621493,0.204849624,0.280649946,0.27072728,0.188030263,0.110119441,0.193425442,0.17445261,0.199111776,0.182379359,0.176780379,0.212373288,0.285134658,0.207343458,0.1939384,0.165850629,0.199075829,0.347283691,0.268317874,0.201450519,0.192233881,0.139931245,0.189304844,1,0.160019292,0.207488941,0.226254348,0.193037775,0.245038572,0.186018507,0.285553202,0.264091289,0.209769508,0.252311141,0.213636908,0.255334792,0.223056556,0.305014222,0.223723496,0.251299088,0.263496824,0.244019116,0.166650877,0.132055706,0.125964578,0.165085247,0.164044803,0.253443785,0.229112717,0.247401179,0.239120448,0.257876334,0.219972613,0.208302089,0.153970206,0.275289102,0.40000374,0.150307337,0.199541025,0.196275522,0.193065912,0.310404057,0.217110405,0.271512547,0.224392137,0.343178145,0.201236564,0.208933734,0.216058591,0.153479598,0.177489983,0.225702372,0.154334773,0.182552133
A0CS,LumA,0.20598841,0.226219921,0.166059558,0.117041533,0.1798226,0.209471457,0.266087081,0.335862659,0.374721399,0.229035455,0.309052929,0.179044781,0.368165173,0.155163676,0.121488659,0.268363536,0.237340342,0.487746,0.503997651,0.316027717,0.224424985,0.226413474,0.26019609,0.369196925,0.212072082,0.203881698,0.183399028,0.201509272,0.221414745,0.198818356,0.152676984,0.157109989,0.12405643,0.065127483,0.270121456,0.157414746,0.198940514,0.213291234,0.188617064,0.182062347,0.078069417,0.131349269,0.165546485,0.183038568,0.239356125,0.264917884,0.250773177,0.149353718,0.142657368,0.18757176,0.451578846,0.405223745,0.291085201,0.217755996,0.396732193,0.152017018,0.286925092,0.267152023,0.41002583,0.167238521,0.160576799,0.165486377,0.14057613,0,0.262416736,0.250266675,0.230912489,0.263696834,0.236683277,0.15536135,0.232575166,0.208767206,0.172110091,0.511659389,0.226716292,0.315338056,0.178307893,0.190150798,0.126612299,0.359407322,0.170908942,0.176111969,0.205162903,0.191947962,0.210153023,0.380269242,0.245608538,0.221298864,0.222118048,0.297414592,0.218061884,1,0.250607151,0.153551724,0.210059451,0.268022451,0.324385195,0.268547399,0.237833515,0.322524664,0.133150583,0.195379336,0.107351721,0.227365057,0.173565233,0.323550724,0.185471485,0.194629664,0.168008367,0.175034481,0.193993128,0.164319609,0.175572714,0.174876729,0.256303917,0.163013572,0.211862843,0.234992048,0.159652485,0.220059225,0.287508877,0.191862462,0.327280085,0.194176972,0.299741351,0.172922525,0.182012884,0.175189943,0.19864523,0.225245819,0.172303586,0.285356907,0.195223242,0.166653983,0.178437088,0.213006401,0.237724864,0.250138949,0.157324067,0.203733554,0.18346833,0.239173887
A0CT,LumA,0.282072129,0.338244124,0.269224226,0.176321662,0.258656647,0.098062644,0.24346176,0.545608247,0.558648879,0.328910154,0.458709729,0.26530411,0.344740569,0.295027971,0.183036698,0.229773665,0.272940445,0.117177213,0.192503422,0.126303254,0.384507219,0.285371754,0.358408952,0.558416111,0.34076803,0.257181074,0.289845604,0.553316333,0.398859172,0.287294785,0.271453576,0.233408968,0.26789731,0.126047772,0,0.286964684,0.332363122,0.43512801,0.327637653,0.417453314,0.099222089,0.185295765,0.445667797,0.379817618,0.371314703,0.267100838,0.607617389,0.243365606,0.320971313,0.308588081,1,0.235523972,0.493482773,0.318797388,0.444114694,0.236050623,0.672444155,0.405216332,0.464485132,0.473646496,0.390184457,0.202220402,0.268771191,0.064276174,0.520404323,0.56520989,0.317155803,0.222833485,0.217190708,0.256434269,0.34295639,0.33519092,0.211594556,0.219713511,0.164019073,0.329955746,0.378732511,0.313445395,0.290199255,0.121324822,0.455247671,0.269325426,0.155618767,0.175728878,0.366329603,0.279460592,0.462705769,0.340746266,0.228716306,0.206668831,0.284474972,0.102004011,0.227919102,0.225503201,0.197411722,0.261893269,0.529858756,0.492299821,0.325094159,0.201276841,0.10396167,0.078784469,0.167695761,0.312056171,0.257026078,0.430122376,0.265734807,0.270550913,0.302112239,0.267115967,0.276976825,0.209628094,0.273829989,0.293186648,0.13190527,0.282511974,0.331798921,0.107379709,0.243656803,0.367770823,0.277936401,0.199201451,0.145637348,0.396210071,0.555327757,0.227320719,0.294078733,0.255538582,0.288693688,0.402585271,0.336337385,0.367120335,0.309814453,0.453531707,0.270745267,0.331331182,0.322970189,0.179673097,0.288964264,0.415205517,0.216676974,0.193523959
A0CU,LumA,0.367864832,0.397551752,0.343535858,0.380145666,0.375196215,0.493475099,0.354435099,0.439697186,0.496757151,0.473420499,0.489835498,0.305102754,0.532778298,0.289276813,0.254555278,0.214722078,0.283132534,0.266079111,0.354856367,0.287287352,0.511062761,0.337760136,0.351702098,0.582809435,0.402057799,0.326176314,0.359433721,0.330436705,0.365312685,0.32213735,0.265594413,0.320909778,0.320445427,0.167244684,0.637357,0.343315047,0.333751597,0.392951456,0.196148483,0.252969751,0.564967503,0.252211006,0.434795525,0.389094356,0.461889886,0.390933965,0.56215563,0.333220543,0.364349973,0.353670426,1,0.430711572,0.431603567,0.314119664,0.317055578,0.572893852,0.483442719,0.367495008,0.550677749,0.488155755,0.393954218,0.43867669,0.293346915,0.344565853,0.561859816,0.774703206,0.436301742,0.363517259,0.314984789,0.359291406,0.33553783,0.378042678,0.257489953,0.264161834,0.406657925,0.354897216,0.410677227,0.284658516,0.329545305,0.324294014,0.356217048,0.338810871,0.277290852,0.281310496,0.355423281,0.244021378,0.41600405,0.393881074,0.396733317,0.327766926,0.340469643,0.558661803,0.343639402,0.422813592,0.36415089,0.380936884,0.418217935,0.35664547,0.347094421,0.422807295,0.317747877,0.374495927,0.347668623,0,0.383097503,0.608034854,0.29995938,0.386334993,0.408182569,0.351906328,0.47760096,0.203158416,0.409630966,0.331370319,0.407170047,0.316690139,0.386174301,0.506935523,0.359136435,0.393902789,0.337631194,0.392878443,0.331602494,0.39132391,0.468052682,0.297864149,0.303977563,0.348037702,0.323349596,0.427261865,0.414853351,0.436996028,0.381503266,0.468781522,0.362783035,0.361746083,0.359087155,0.422122887,0.270111782,0.39788504,0.326473711,0.367095668
A0CV,LumA,0.313548399,0.354207737,0.274111599,0.262648797,0.29922351,0.436426254,0.267948659,0.188388224,0.236407837,0.345863749,0.463770596,0.296677921,0.498213512,0.292060139,0.221914578,0.420973286,0.334979277,0.271819481,0.251612121,0.363283995,0.295371845,0.297532051,0.340523853,0.534698433,0.337801498,0.304950357,0.321316623,0.403665892,0.325871337,0.308941329,0.323185106,0.324735321,0.293213679,0.261050653,0.319540683,0.293710358,0.312537449,0.345297335,0.329753503,0.449252186,0.17718183,0,0.316910381,0.284300564,0.404514904,0.330339054,0.414317585,0.294073806,0.300932375,0.343240123,0.666942022,0.329185963,0.38345085,0.332384052,0.072921375,0.356271655,0.571714905,0.32671117,0.227660653,0.287667391,0.271475253,0.239325768,0.299132063,0.364417478,0.361340811,0.319284493,0.325736029,0.370645205,0.281812172,0.296396381,0.360567602,0.317791215,0.319192241,0.236622386,0.348109929,0.282578712,0.320812846,0.338776852,0.303777034,0.287713516,0.325221839,0.318144813,0.293614721,0.261194819,0.292288292,0.272752507,0.321760594,0.327200844,0.308346655,0.335312171,0.31801885,1,0.274080866,0.318492727,0.338002127,0.334633909,0.350720597,0.351985554,0.366799095,0.24244916,0.207408659,0.187924424,0.242115099,0.315068551,0.433095638,0.322603292,0.315644881,0.321996305,0.293256661,0.328461066,0.286617767,0.314891508,0.334626099,0.308968406,0.333722969,0.358821775,0.342455599,0.40397407,0.289670599,0.322893173,0.319466971,0.279216461,0.278569607,0.322137168,0.420095432,0.313405912,0.322918265,0.302065243,0.317601973,0.377083231,0.304428219,0.321650811,0.273936959,0.418011928,0.305679989,0.291619802,0.304929895,0.286192461,0.286874072,0.230952538,0.290438289,0.256918539
A0CW,LumB,0.27213904,0.256212155,0.292338865,0.306370171,0.385261625,0.419754374,0.301558097,0.387771525,0.467947982,0.210049212,0.292099947,0.250698968,0.321511371,0.251035017,0.27956938,0.311665036,0.350844603,0.18760009,0.204527962,0.204881436,0.354047571,0.275928002,0.267522701,0.589857922,0.278196496,0.266225187,0.253001921,0.430284867,0.232038293,0.218595561,0.257358879,0.432592752,0.278349282,0.249587169,0,0.251984809,0.286823284,0.28075598,0.224158147,0.158142895,0.243030118,0.440460497,0.171068581,0.52500128,0.166759913,0.267930616,0.406919373,0.205962168,0.204378821,0.223839503,1,0.720879838,0.19755193,0.318907521,0.351096889,0.396073518,0.329136115,0.336930438,0.466619683,0.262328467,0.220472278,0.282333209,0.24146534,0.152838239,0.394190509,0.38469997,0.193670331,0.299914317,0.330859027,0.234640155,0.275215529,0.201827295,0.353968481,0.103746751,0.263949177,0.239178307,0.256810928,0.222710664,0.216554976,0.413154205,0.204547178,0.250490691,0.275372161,0.174780829,0.228427701,0.237986909,0.289259319,0.289375872,0.205009687,0.191342054,0.276490527,0.746255028,0.297285181,0.280523006,0.308780359,0.341340627,0.228631893,0.264284409,0.342471883,0.374921231,0.233776988,0.212661435,0.244976398,0.490626833,0.166557116,0.392258319,0.209611635,0.235631646,0.323703569,0.216413259,0.314643597,0.230461754,0.287784204,0.224394426,0.388579516,0.264937009,0.375994133,0.223783729,0.235589825,0.242794381,0.345591303,0.274570454,0.270350736,0.269819659,0.309101172,0.1369825,0.260016694,0.223386371,0.235919627,0.271589824,0.24094722,0.444880595,0.320599376,0.242880536,0.260646751,0.297805365,0.258172716,0.329658865,0.257508102,0.246386114,0.211826161,0.25704038
A0CY,LumB,0.402457015,0.547109616,0.433176417,0.387069514,0.367758889,0.496324325,0.436240585,0.336355073,0.362591813,0.44233415,0.607249344,0.377463234,0.380173719,0.539261155,0.576995616,0.433327723,0.289784174,0.149589282,0.216309631,0.205349089,0.368269586,0.454568114,0.411218251,0,0.416275628,0.289671914,0.40830989,0.410251027,0.596672671,0.397091111,0.32676444,0.426879968,0.3190058,0.334079916,0.154120679,0.41227624,0.401834974,0.483994267,0.384300521,0.831291097,0.287886019,0.464221071,0.337739216,0.55532194,0.254629174,0.359591167,0.59495271,0.506110088,0.49949013,0.383603336,1,0.545195806,0.371939257,0.415669547,0.087521991,0.558285089,0.174833861,0.380921345,0.257463996,0.380420101,0.385394653,0.442471801,0.371253173,0.384554955,0.614829896,0.627227798,0.326374243,0.264648401,0.281033453,0.352188197,0.436073562,0.327929178,0.315689783,0.199699115,0.38217762,0.341387923,0.481802772,0.373674053,0.343618327,0.421418398,0.312170085,0.40455706,0.527596598,0.64007297,0.348001062,0.604607037,0.344176202,0.408754641,0.342364099,0.270823377,0.395527141,0.414313807,0.303289508,0.378041372,0.599656033,0.42964163,0.344673112,0.627644394,0.387324707,0.603568116,0.382990887,0.209382153,0.257935273,0.368100378,0.39046333,0.182938705,0.394196497,0.482850337,0.359001934,0.370143057,0.534655449,0.35224086,0.356043431,0.37829413,0.46294001,0.383492105,0.401803627,0.404332722,0.371056588,0.419326129,0.507052226,0.43512224,0.383540654,0.39972532,0.59693443,0.220832356,0.405787387,0.466313422,0.492995316,0.362812748,0.470912478,0.427758679,0.325733203,0.402063311,0.3956086,0.45267534,0.318916084,0.377154084,0.525280447,0.329878695,0.297638496,0.330591167
A0D0,Basal,0.628828398,0.663533579,0.575211596,0.465130418,0.590800055,0.509587698,0.593052868,0.6193962,0.526754342,0.531822291,0.397310869,0.574133639,0.392031305,0.541277695,0.663485411,0.502094473,0.421769007,0.565802651,0.678257362,0.815142028,0.593680783,0.596758026,0.671562267,0.414840603,0.625710858,0.532601486,0.573800719,0.673107235,0.48547207,0.602245144,0.567931844,0.599992747,0.640494208,1,0.494340963,0.697867536,0.611956621,0.64008855,0.608256094,0.595375116,0.513195591,0.822208545,0.528771241,0.926271333,0.63596308,0.594907774,0.527074234,0.614816734,0.534978028,0.584535844,0,0.53755422,0.39739999,0.61091287,0.600077151,0.457301371,0.33411527,0.56320441,0.438963817,0.416117792,0.504502024,0.525199633,0.575114688,0.589793854,0.37492525,0.425168026,0.535279576,0.483004911,0.52400346,0.570132764,0.492005412,0.541901923,0.637623483,0.305051219,0.417772519,0.493457194,0.628662988,0.575611175,0.594352574,0.413057934,0.597080239,0.592568657,0.796721143,0.584217497,0.693773382,0.570834217,0.545751508,0.593974444,0.537737596,0.486845978,0.54415929,0.423165439,0.528997734,0.705230693,0.581538387,0.494415567,0.620780533,0.75268104,0.51225643,0.575239783,0.685806216,0.643694767,0.577921662,0.663422919,0.593208318,0.359744051,0.510784935,0.539929658,0.552562809,0.608922555,0.693503459,0.571195529,0.50371346,0.58995541,0.662674254,0.680937698,0.422157551,0.482630113,0.546745749,0.605973201,0.851365899,0.522255292,0.650255662,0.548637056,0.56246516,0.795540751,0.610646123,0.530779555,0.583499811,0.521620116,0.584910717,0.531227249,0.500320424,0.512801747,0.586586084,0.579435901,0.539563915,0.594982502,0.585521735,0.473727058,0.537265697,0.501450802
A0D1,Her2,0.396627894,0.602810834,0.473914605,0.627007474,0.484436024,0.469396053,0.412937467,0.261691126,0.3226194,0.303020295,0.347254588,0.409667204,0.503533863,0.40711524,0.491574645,0.467018264,0.488071847,0.481608374,0.450878999,0.201856397,0.272755164,0.464159661,0.308862053,0.487242621,0.375736746,0.38490916,0.409640014,0.353596202,0.458658843,0.391929234,0.402404289,0.426906944,0.417820707,0.392992242,0.378446593,0.431873623,0.41641682,0.434238807,0.469315808,0.324931575,0.888140166,0.470484693,0.380947157,0.361399577,0.468203762,0.39148202,0.383819224,0.84089493,0.821023372,0.484348179,0,0.339089789,0.326810789,0.432167042,0.469552975,0.438536979,0.484421085,0.367267524,0.453695377,0.68352672,0.636047374,0.366754326,0.439035022,0.669804041,1,0.316884252,0.369133534,0.380215279,0.399436924,0.415376312,0.544911171,0.410745061,0.349527946,0.248452983,0.453799591,0.401382502,0.447105739,0.429021772,0.42127554,0.412183079,0.420393412,0.366464743,0.431201732,0.367627058,0.421461346,0.889190576,0.380388043,0.314839775,0.376608977,0.319295327,0.391068339,0.253547866,0.390162829,0.338923399,0.499423844,0.408531497,0.287362629,0.515646023,0.425245251,0.440583489,0.380068252,0.485740633,0.485476429,0.143635868,0.343646916,0.281556438,0.500075121,0.422341468,0.351197649,0.38635055,0.439178064,0.419359573,0.372810177,0.409836018,0.568755311,0.388944409,0.378044562,0.206660469,0.375494905,0.365856606,0.314363152,0.393936366,0.38211529,0.39211514,0.330381254,0.498385067,0.434475612,0.337214657,0.449892745,0.32418836,0.472965126,0.443905998,0.446437971,0.262300114,0.411969891,0.411997744,0.321022423,0.459393039,0.418535853,0.302739134,0.386449831,0.389375577
A0D2,Basal,0.658690978,0.770482562,0.63110991,0.503415712,0.601015924,0.557297509,0.623276624,0.540703354,0.57388894,0.656448032,0.707211284,0.656431331,0.481642954,0.599542416,0.843809977,0.635854745,0.561762147,0.587227975,0.600883619,0.771810512,0.760690824,0.675847615,0.669613428,0.491153818,0.669153139,0.652173468,0.725344311,0.540259813,0.640428249,0.674339984,0.688729716,0.650979288,0.727233916,0.873263028,0.609892827,0.679696121,0.70665717,0.782146795,0.748554432,0.620692743,0.496996211,0.875190378,0.687821525,0.710647005,0.617221379,0.641516628,0.528995505,0.715265009,0.625379605,0.711991335,0,0.564633946,0.720496401,0.675118565,0.843752697,0.755879085,0.38408075,0.615522461,0.539844816,0.536241481,0.609939615,0.604829319,0.625156982,0.833569352,0.54046104,0.533825174,0.645727451,0.605488658,0.591399559,0.690653094,0.63997381,0.656095658,0.702740608,0.505655839,0.790029211,0.635383026,0.774045498,0.701577134,0.663217925,0.745677074,0.662877288,0.743146018,0.747615038,1,0.69502329,0.460848258,0.565747653,0.640158274,0.670502654,0.761850594,0.617976115,0.449509785,0.592287587,0.643354158,0.649255466,0.708168252,0.669279117,0.59084698,0.636916268,0.48559107,0.659616297,0.345894749,0.402547461,0.682355236,0.546948983,0.692278506,0.641525952,0.644618881,0.603271428,0.659138491,0.773559211,0.635916494,0.687044015,0.706509039,0.700351763,0.698982329,0.606605038,0.621526406,0.616473854,0.644692407,0.649626431,0.643597454,0.595222039,0.639149467,0.690328985,0.699235632,0.727221998,0.669896965,0.690863835,0.427921203,0.613472345,0.546840969,0.554603391,0.580927024,0.653651411,0.645910168,0.645925685,0.678747079,0.659188266,0.617940089,0.630057306,0.557401208
A0D3,LumA,0.157916972,0.171987095,0.173461533,0.143698925,0.193496867,0.287632874,0.200349078,0.100251801,0.169847311,0.218257271,0.272157274,0.176481504,0.278925112,0.212203757,0.189515837,0.305978808,0.245238199,0.187901787,0.199278768,0.188809031,0.20319314,0.184378843,0.179514527,0.351982637,0.178080325,0.196698638,0.182232739,0.211295259,0.210689246,0.189510965,0.171651871,0.192552903,0.193568868,0.177095925,0.001802906,0.200597974,0.181979847,0.221006596,0.20127526,0.341682276,0,0.127756705,0.143342389,0.154508388,0.196263034,0.192820937,0.267968664,0.187280879,0.233626178,0.179348376,0.369894069,0.234832384,0.209491161,0.184130449,0.046186998,0.241119271,0.493404142,0.200706503,0.331128677,0.236591967,0.232435487,0.13391799,0.240073855,0.284358124,0.188691317,0.153298967,0.203222675,0.229590289,0.18726057,0.169893162,0.27615257,0.205337505,0.260698701,0.199540204,0.218337183,0.222836199,0.172552924,0.194286037,0.204360929,0.134584544,0.226002884,0.210639531,0.177301313,0.076198896,0.158878144,0.516377475,0.246601355,0.158090687,0.177114163,0.214497433,0.207180161,1,0.234029884,0.181666658,0.213313033,0.201766947,0.218823501,0.241957257,0.215794301,0.220134812,0.202381414,0.107809931,0.145870178,0.157701302,0.211841809,0.420330605,0.237189216,0.194905866,0.175167507,0.18374867,0.159154966,0.215163713,0.247412245,0.202249856,0.280770777,0.267593228,0.272392222,0.264296486,0.166000568,0.199660078,0.230908573,0.145847183,0.169692838,0.193347664,0.274103083,0.125324137,0.196354831,0.194899356,0.220077659,0.349466057,0.197439009,0.298456364,0.257393915,0.216623483,0.198193964,0.202862737,0.212098605,0.289881255,0.197549375,0.16815797,0.175606981,0.179472025
